X,Y,Index_,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-8853296.696154,5410941.54368319,474,2404032,2007,D22,Shooting,2007/10/27 04:00:00+00,14,Islington-City Centre West (14),-79.53051737,43.6467751,181
-8826232.76055167,5420355.47441431,475,2357094,2007,D41,Other,2007/09/01 04:00:00+00,120,Clairlea-Birchmount (120),-79.2873979,43.70793718,182
-8851641.01131117,5426704.02952363,476,2345705,2007,D31,Stabbing,2007/11/03 04:00:00+00,25,Glenfield-Jane Heights (25),-79.5156441,43.74914839,183
-8835084.36214475,5412437.6864582,477,2403226,2007,D51,Shooting,2007/11/06 05:00:00+00,73,Moss Park (73),-79.36691319,43.65649967,184
-8827558.39757583,5432013.76219878,478,2528917,2007,D42,Shooting,2007/11/23 05:00:00+00,118,Tam O'Shanter-Sullivan (118),-79.2993063,43.78359438,185
-8820387.57557839,5433720.22869279,479,2507368,2007,D42,Shooting,2007/11/23 05:00:00+00,132,Malvern (132),-79.23488971,43.79466058,186
-8828627.92518711,5420754.03147785,480,2424731,2007,D54,Stabbing,2007/11/23 05:00:00+00,54,O'Connor-Parkview (54),-79.30891403,43.71052522,187
-8851538.88235753,5429488.05860748,481,2345729,2007,D31,Shooting,2007/11/25 05:00:00+00,24,Black Creek (24),-79.51472666,43.76721178,188
-8815990.66608589,5432204.08212514,482,2370103,2007,D43,Shooting,2007/11/28 05:00:00+00,135,Morningside (135),-79.1953916,43.78482868,189
-8817883.58278236,5436406.93380276,483,2101272,2007,D42,Shooting,2007/12/02 05:00:00+00,132,Malvern (132),-79.21239596,43.81207934,190
-8817725.53582211,5437305.78760365,484,2311686,2007,D42,Shooting,2007/12/14 05:00:00+00,131,Rouge (131),-79.2109762,43.81790576,191
-8834255.2367662,5412714.86787553,485,2428698,2007,D51,Shooting,2007/12/23 05:00:00+00,72,Regent Park (72),-79.35946503,43.65830111,192
-8859590.9528587,5427393.28372321,486,2446147,2007,D23,Stabbing,2007/12/25 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58705964,43.75362093,193
-8822460.2264983,5430595.47593352,487,3098346,2007,D43,Stabbing,2007/12/01 05:00:00+00,127,Bendale (127),-79.25350865,43.77439543,194
-8835312.22868962,5410505.14709672,488,3654724,2007,D51,Other,2007/02/11 05:00:00+00,77,Waterfront Communities-The Island (77),-79.36896015,43.64393833,195
-8829524.31759436,5420510.70240121,489,2586541,2008,D54,Stabbing,2008/01/01 05:00:00+00,54,O'Connor-Parkview (54),-79.31696646,43.70894517,196
-8837251.96079794,5414417.91340099,490,2601995,2008,D51,Shooting,2008/01/12 05:00:00+00,76,Bay Street Corridor (76),-79.38638506,43.66936825,197
-8833136.79425747,5413922.74531073,491,2532076,2008,D55,Shooting,2008/01/17 05:00:00+00,70,South Riverdale (70),-79.34941789,43.66615064,198
-8850964.55059549,5422967.239972,492,2605959,2008,D31,Shooting,2008/01/22 05:00:00+00,26,Downsview-Roding-CFB (26),-79.50956735,43.72489471,199
-8821477.42567591,5426032.0973314,493,2520381,2008,D43,Shooting,2008/02/01 05:00:00+00,138,Eglinton East (138),-79.24468,43.74478793,200
-8836719.10222539,5414110.83499082,1008,GO-2016851941,2016,D51,Other,2016/05/18 04:00:00+00,75,Church-Yonge Corridor (75),-79.38159831,43.66737287,201
-8853168.69543751,5419925.2912897,1009,GO-2016656231,2016,D12,Other,2016/04/17 04:00:00+00,113,Weston (113),-79.52936752,43.70514365,202
-8854385.44418856,5425714.48577088,1010,GO-2016965196,2016,D31,Shooting,2016/06/03 04:00:00+00,22,Humbermede (22),-79.54029776,43.7427267,203
-8838407.00738163,5419836.95279969,1011,GO-2016989870,2016,D53,Shooting,2016/06/07 04:00:00+00,104,Mount Pleasant West (104),-79.39676102,43.70456998,204
-8839216.97912859,5412546.71994275,1012,GO-20161148938,2016,D14,Shooting,2016/07/01 04:00:00+00,78,Kensington-Chinatown (78),-79.40403712,43.6572083,205
-8839216.97912859,5412546.71994275,1013,GO-20161148938,2016,D14,Shooting,2016/07/01 04:00:00+00,78,Kensington-Chinatown (78),-79.40403712,43.6572083,206
-8842986.91387185,5411303.78556329,1014,GO-20161116247,2016,D11,Other,2016/07/03 04:00:00+00,84,Little Portugal (84),-79.43790302,43.64912973,207
-8852136.36412089,5424956.52768828,1015,GO-20161229465,2016,D31,Shooting,2016/07/13 04:00:00+00,26,Downsview-Roding-CFB (26),-79.52009393,43.73780743,208
-8835636.59810106,5411508.99144385,1016,GO-20161263080,2016,D51,Other,2016/07/18 04:00:00+00,75,Church-Yonge Corridor (75),-79.37187401,43.65046356,209
-8822964.09858865,5427293.48173357,1017,GO-20161329227,2016,D41,Shooting,2016/07/28 04:00:00+00,127,Bendale (127),-79.25803501,43.75297334,210
-8836814.33716295,5414424.44788096,1019,GO-20161335085,2016,D51,Stabbing,2016/07/29 04:00:00+00,75,Church-Yonge Corridor (75),-79.38245382,43.66941071,211
-8831514.12232283,5415615.30091856,1020,GO-20161403032,2016,D55,Other,2016/08/09 04:00:00+00,69,Blake-Jones (69),-79.33484118,43.67714818,212
-8835808.54107335,5412561.34184892,1021,GO-20161443064,2016,D51,Other,2016/08/15 04:00:00+00,73,Moss Park (73),-79.3734186,43.65730333,213
-8833521.15040292,5413924.23187869,1022,GO-2016666749,2016,D51,Other,2016/04/19 04:00:00+00,68,North Riverdale (68),-79.35287062,43.6661603,214
-8840178.00029261,5410193.20547848,1023,GO-20161480338,2016,D14,Shooting,2016/08/21 04:00:00+00,82,Niagara (82),-79.41267012,43.64191049,215
-8819039.95518119,5425229.704796,1024,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),-79.22278383,43.73958044,216
-8819039.95518119,5425229.704796,1025,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),-79.22278383,43.73958044,217
-8819039.95518119,5425229.704796,1026,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),-79.22278383,43.73958044,218
-8833415.43139571,5412997.35701409,1029,GO-20161520715,2016,D55,Shooting,2016/08/27 04:00:00+00,70,South Riverdale (70),-79.35192093,43.66013699,219
-8841583.6882758,5409491.00156089,1030,GO-20161613172,2016,D14,Shooting,2016/09/11 04:00:00+00,85,South Parkdale (85),-79.42529763,43.63734542,220
-8849957.03907253,5429689.55329302,1031,GO-20161625137,2016,D31,Stabbing,2016/09/13 04:00:00+00,27,York University Heights (27),-79.50051672,43.76851891,221
-8822460.2264983,5430595.47593352,1032,GO-20161696689,2016,D43,Stabbing,2016/09/23 04:00:00+00,127,Bendale (127),-79.25350865,43.77439543,222
-8845111.77808572,5414547.17569197,1033,GO-20161688118,2016,D11,Other,2016/09/21 04:00:00+00,91,Weston-Pellam Park (91),-79.456991,43.67020817,223
-8862226.36054,5424961.98187596,1034,GO-20161743137,2016,D23,Shooting,2016/09/30 04:00:00+00,1,West Humber-Clairville (1),-79.61073391,43.73784283,224
-8836399.76000215,5412102.59306904,1035,GO-20141435425,2014,D51,Other,2014/01/30 05:00:00+00,75,Church-Yonge Corridor (75),-79.37872961,43.65432178,225
-8851875.61045885,5419226.03336589,1036,GO-20161838374,2016,D12,Shooting,2016/10/16 04:00:00+00,113,Weston (113),-79.51775154,43.70060252,226
-8861044.43809164,5426378.71001523,1037,GO-20161855287,2016,D23,Shooting,2016/10/18 04:00:00+00,1,West Humber-Clairville (1),-79.60011652,43.74703729,227
-8856170.9398028,5419061.18816102,1038,GO-20161888229,2016,D23,Shooting,2016/10/24 04:00:00+00,6,Kingsview Village-The Westway (6),-79.55633714,43.69953193,228
-8817125.71078348,5429000.34941668,1039,GO-20161907779,2016,D43,Shooting,2016/10/27 04:00:00+00,137,Woburn (137),-79.20558788,43.76404781,229
-8840167.50731741,5412278.11981245,1040,GO-20161966289,2016,D14,Other,2016/11/05 04:00:00+00,81,Trinity-Bellwoods (81),-79.41257586,43.6554626,230
-8829136.48382802,5423141.19571942,1041,GO-20162051533,2016,D33,Shooting,2016/11/18 05:00:00+00,43,Victoria Village (43),-79.31348249,43.72602399,231
-8851983.63934549,5429788.97887656,1042,GO-20162055725,2016,D31,Shooting,2016/11/19 05:00:00+00,24,Black Creek (24),-79.51872198,43.76916389,232
-8833524.92636005,5413248.63447482,1043,GO-20162106299,2016,D55,Shooting,2016/11/27 05:00:00+00,70,South Riverdale (70),-79.35290454,43.66176998,233
-8843390.29340508,5426933.78650154,1044,GO-20162138470,2016,D32,Other,2016/12/03 05:00:00+00,33,Clanton Park (33),-79.44152664,43.75063931,234
-8852598.60717445,5427749.03599928,1045,GO-20162148586,2016,D31,Stabbing,2016/12/04 05:00:00+00,25,Glenfield-Jane Heights (25),-79.52424633,43.75592926,235
-8832387.97809917,5418169.18367063,1046,GO-20162172757,2016,D54,Shooting,2016/12/07 05:00:00+00,58,Old East York (58),-79.34269116,43.69373846,236
-8818691.45170414,5426067.63541128,1047,GO-20162210973,2016,D43,Shooting,2016/12/14 05:00:00+00,139,Scarborough Village (139),-79.21965317,43.74501856,237
-8842289.85905037,5411859.69646318,1048,GO-20162229166,2016,D14,Stabbing,2016/12/16 05:00:00+00,84,Little Portugal (84),-79.43164127,43.65274306,238
-8851875.61045885,5419226.03336589,1049,GO-20162233489,2016,D12,Shooting,2016/12/17 05:00:00+00,113,Weston (113),-79.51775154,43.70060252,239
-8855313.86210011,5419337.54602033,1050,GO-20162242930,2016,D23,Shooting,2016/12/18 05:00:00+00,6,Kingsview Village-The Westway (6),-79.54863788,43.70132673,240
-8835437.18370484,5412385.77433631,1051,GO-20162276833,2016,D51,Stabbing,2016/12/24 05:00:00+00,73,Moss Park (73),-79.37008264,43.65616228,241
-8835194.19663353,5412184.51857144,1052,GO-201743106,2017,D51,Shooting,2017/01/08 05:00:00+00,73,Moss Park (73),-79.36789985,43.65485425,242
-8818575.54362394,5435551.72167579,1053,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),-79.21861195,43.80653528,243
-8818575.54362394,5435551.72167579,1054,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),-79.21861195,43.80653528,244
-8818575.54362394,5435551.72167579,1055,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),-79.21861195,43.80653528,245
-8818575.54362394,5435551.72167579,1056,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),-79.21861195,43.80653528,246
-8857600.71955018,5427795.48317159,1057,GO-2017137133,2017,D31,Shooting,2017/01/23 05:00:00+00,21,Humber Summit (21),-79.56918107,43.75623063,247
-8851656.98009212,5405606.46235737,1058,GO-2017163412,2017,D22,Other,2017/01/26 05:00:00+00,17,Mimico (includes Humber Bay Shores) (17),-79.51578755,43.61208553,248
-8835543.62962833,5411684.49614138,1059,GO-2017186988,2017,D51,Shooting,2017/01/30 05:00:00+00,73,Moss Park (73),-79.37103886,43.65160431,249
-8834570.14513412,5413433.48354765,1060,GO-2017189239,2017,D51,Shooting,2017/01/30 05:00:00+00,72,Regent Park (72),-79.3622939,43.66297124,250
-8851795.75319573,5427583.46668692,1062,GO-2017202856,2017,D31,Shooting,2017/02/01 05:00:00+00,25,Glenfield-Jane Heights (25),-79.51703417,43.75485496,251
-8832415.17122438,5416486.56114932,1063,GO-2017222142,2017,D54,Shooting,2017/02/05 05:00:00+00,66,Danforth (66),-79.34293544,43.68280849,252
-8855724.97833795,5421682.03801095,1064,GO-2017233559,2017,D23,Shooting,2017/02/06 05:00:00+00,5,Elms-Old Rexdale (5),-79.552331,43.71655082,253
-8840497.27461096,5430671.90776659,1065,GO-2017233897,2017,D32,Other,2017/02/06 05:00:00+00,37,Willowdale West (37),-79.41553821,43.7748912,254
-8827572.71882832,5419574.41075245,1066,GO-2017291986,2017,D54,Other,2017/02/16 05:00:00+00,54,O'Connor-Parkview (54),-79.29943495,43.702865,255
-8860749.66185363,5425443.8643814,1068,GO-201594334,2015,D23,Other,2015/01/16 05:00:00+00,1,West Humber-Clairville (1),-79.5974685,43.74097037,256
-8832238.30459102,5420367.90192019,1069,GO-2017352942,2017,D53,Shooting,2017/02/25 05:00:00+00,55,Thorncliffe Park (55),-79.34134662,43.70801788,257
-8859849.66492127,5424065.51848904,1070,GO-2016838159,2016,D23,Shooting,2016/05/15 04:00:00+00,1,West Humber-Clairville (1),-79.58938369,43.73202412,258
-8814792.03458197,5436116.89636607,1072,GO-2017468897,2017,D42,Shooting,2017/03/16 04:00:00+00,131,Rouge (131),-79.18462411,43.81019918,259
-8827125.78443113,5419391.60984052,1073,GO-2017486409,2017,D54,Shooting,2017/03/18 04:00:00+00,61,Taylor-Massey (61),-79.29542007,43.70167784,260
-8852090.52052819,5417781.96599295,1074,GO-2017564412,2017,D11,Shooting,2017/03/31 04:00:00+00,8,Humber Heights-Westmount (8),-79.51968211,43.69122335,261
-8831074.58733219,5434150.92771884,1075,GO-2017662074,2017,D42,Shooting,2017/04/14 04:00:00+00,117,L'Amoreaux (117),-79.33089277,43.79745328,262
-8832483.68948416,5413020.49655444,1076,GO-2017674351,2017,D55,Shooting,2017/04/14 04:00:00+00,70,South Riverdale (70),-79.34355095,43.66028737,263
-8844456.16194469,5418812.58863855,1077,GO-2017703097,2017,D13,Shooting,2017/04/21 04:00:00+00,108,Briar Hill-Belgravia (108),-79.4511015,43.69791736,264
-8833798.8814005,5413819.99265105,1078,GO-2017402242,2017,D55,Other,2017/03/04 05:00:00+00,68,North Riverdale (68),-79.35536552,43.66548293,265
-8832662.29047519,5414068.00998429,1079,GO-2017904599,2017,D55,Shooting,2017/05/22 04:00:00+00,70,South Riverdale (70),-79.34515535,43.66709459,266
-8847989.23441502,5417342.55977654,1081,GO-20171007434,2017,D12,Other,2017/06/07 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.48283963,43.68836913,267
-8856271.81641216,5426478.92279584,1082,GO-20171035511,2017,D31,Shooting,2017/06/11 04:00:00+00,22,Humbermede (22),-79.55724333,43.74768761,268
-8843474.20826363,5414359.46032868,1083,GO-20171118832,2017,D11,Stabbing,2017/06/23 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44228046,43.66898843,269
-8834841.69789996,5413045.15797035,1084,GO-20171184598,2017,D51,Shooting,2017/07/02 04:00:00+00,72,Regent Park (72),-79.3647333,43.66044764,270
-8816409.58136726,5436597.31054308,1085,GO-20171319697,2017,D42,Shooting,2017/07/23 04:00:00+00,131,Rouge (131),-79.19915478,43.81331342,271
-8816409.58136726,5436597.31054308,1086,GO-20171319697,2017,D42,Shooting,2017/07/23 04:00:00+00,131,Rouge (131),-79.19915478,43.81331342,272
-8817643.99095552,5436117.42856197,1087,GO-20171323827,2017,D42,Shooting,2017/07/23 04:00:00+00,132,Malvern (132),-79.21024367,43.81020263,273
-8844599.60267456,5421339.67842985,1088,GO-20171371751,2017,D32,Shooting,2017/07/30 04:00:00+00,31,Yorkdale-Glen Park (31),-79.45239005,43.71432793,274
-8835363.39335398,5412133.84643856,1089,GO-20171378728,2017,D51,Shooting,2017/07/31 04:00:00+00,73,Moss Park (73),-79.36941977,43.65452491,275
-8840985.52635036,5417163.88099767,1090,GO-20171379055,2017,D13,Shooting,2017/08/01 04:00:00+00,106,Humewood-Cedarvale (106),-79.41992425,43.68720846,276
-8833605.04967674,5417517.641147,1091,GO-20171377317,2017,D54,Stabbing,2017/07/31 04:00:00+00,57,Broadview North (57),-79.3536243,43.68950641,277
-8850777.77875384,5428266.0974435,1092,GO-20171499040,2017,D31,Stabbing,2017/08/17 04:00:00+00,25,Glenfield-Jane Heights (25),-79.50788955,43.7592841,278
-8832662.29047519,5414068.00998429,1094,GO-2017904599,2017,D55,Other,2017/05/22 04:00:00+00,70,South Riverdale (70),-79.34515535,43.66709459,279
-8839488.96604045,5412471.79976959,1095,GO-20171503946,2017,D14,Shooting,2017/08/20 04:00:00+00,78,Kensington-Chinatown (78),-79.40648042,43.65672138,280
-8851882.08480043,5426866.11414607,1096,GO-20171516247,2017,D31,Stabbing,2017/08/22 04:00:00+00,25,Glenfield-Jane Heights (25),-79.5178097,43.75020018,281
-8851470.19711852,5422311.10596475,1097,GO-20171578601,2017,D31,Shooting,2017/08/31 04:00:00+00,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,282
-8855409.63025804,5423391.77582808,1098,GO-20171592166,2017,D23,Shooting,2017/09/02 04:00:00+00,5,Elms-Old Rexdale (5),-79.54949818,43.72765066,283
-8821567.54325649,5425210.35574938,1099,GO-20171593482,2017,D43,Stabbing,2017/09/06 04:00:00+00,138,Eglinton East (138),-79.24548954,43.73945486,284
-8832430.15260145,5429809.82666039,1101,GO-20171661261,2017,D33,Stabbing,2017/09/13 04:00:00+00,53,Henry Farm (53),-79.34307002,43.76929913,285
-8826022.79974689,5429748.35789751,1102,GO-20171663919,2017,D41,Shooting,2017/09/14 04:00:00+00,126,Dorset Park (126),-79.28551179,43.76890038,286
-8834346.74918,5413503.4842162,1103,GO-20171677843,2017,D51,Shooting,2017/09/16 04:00:00+00,72,Regent Park (72),-79.3602871,43.66342614,287
-8837245.79035857,5411131.33417795,1104,GO-20171682920,2017,D52,Shooting,2017/09/16 04:00:00+00,77,Waterfront Communities-The Island (77),-79.38632963,43.64800878,288
-8823675.74182939,5418851.09058597,1106,GO-20171640198,2017,D41,Stabbing,2017/09/10 04:00:00+00,122,Birchcliffe-Cliffside (122),-79.26442781,43.69816742,289
-8851470.19711852,5422311.10596475,1108,GO-20171770154,2017,D31,Shooting,2017/09/29 04:00:00+00,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,290
-8833266.17422245,5410374.84453615,1109,GO-20171778161,2017,D51,Shooting,2017/10/01 04:00:00+00,70,South Riverdale (70),-79.35058013,43.64309128,291
-8833266.17422245,5410374.84453615,1110,GO-20171778161,2017,D51,Shooting,2017/10/01 04:00:00+00,70,South Riverdale (70),-79.35058013,43.64309128,292
-8855291.20524415,5418282.20008284,1111,GO-20171807017,2017,D23,Shooting,2017/10/05 04:00:00+00,6,Kingsview Village-The Westway (6),-79.54843435,43.69447252,293
-8857586.23131846,5422858.46076069,1112,GO-20171798506,2017,D23,Other,2017/10/04 04:00:00+00,4,Rexdale-Kipling (4),-79.56905092,43.72418853,294
-8829406.98128509,5418752.18928226,1113,GO-20171821632,2017,D54,Stabbing,2017/10/07 04:00:00+00,60,Woodbine-Lumsden (60),-79.31591241,43.69752508,295
-8855709.65743643,5418938.1401301,1114,GO-20171828016,2017,D23,Shooting,2017/10/08 04:00:00+00,6,Kingsview Village-The Westway (6),-79.55219337,43.69873278,296
-8855793.11699826,5427057.23708671,1115,GO-20171864268,2017,D31,Shooting,2017/10/14 04:00:00+00,21,Humber Summit (21),-79.5529431,43.75144038,297
-8832821.80128674,5419627.83230624,1116,GO-20171897265,2017,D53,Stabbing,2017/10/20 04:00:00+00,55,Thorncliffe Park (55),-79.34658826,43.70321193,298
-8841595.27886118,5414170.49455089,1117,GO-20171856631,2017,D14,Other,2017/10/13 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.42540175,43.66776054,299
-8828180.93735656,5421595.15818825,1118,GO-20171954551,2017,D54,Stabbing,2017/10/28 04:00:00+00,54,O'Connor-Parkview (54),-79.30489867,43.71598673,300
-8849292.82684043,5405355.6770043,594,3363634,2009,D51,Shooting,2009/08/04 04:00:00+00,17,Mimico (includes Humber Bay Shores) (17),-79.49455,43.61045439,301
-8822551.29140775,5424576.52357446,595,3348714,2009,D41,Shooting,2009/08/05 04:00:00+00,124,Kennedy Park (124),-79.2543267,43.73534099,302
-8860247.70223214,5424995.32028306,596,3515443,2009,D23,Shooting,2009/08/10 04:00:00+00,1,West Humber-Clairville (1),-79.59295932,43.73805921,303
-8859709.60496435,5426267.62691806,597,3523004,2009,D23,Shooting,2009/08/16 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58812551,43.74631642,304
-8831882.20578511,5414892.15228648,598,3448946,2009,D55,Shooting,2009/09/02 04:00:00+00,69,Blake-Jones (69),-79.33814773,43.6724497,305
-8835188.92008967,5411498.35126623,599,3576028,2009,D51,Shooting,2009/09/05 04:00:00+00,77,Waterfront Communities-The Island (77),-79.36785245,43.6503944,306
-8835325.83415779,5433201.14644509,600,3269913,2009,D33,Shooting,2009/09/07 04:00:00+00,49,Bayview Woods-Steeles (49),-79.36908237,43.79129462,307
-8824588.31897741,5421838.29098677,601,3575026,2009,D41,Other,2009/09/12 04:00:00+00,120,Clairlea-Birchmount (120),-79.27262563,43.71756532,308
-8842635.07748925,5408969.08588111,602,3528405,2009,D14,Shooting,2009/10/10 04:00:00+00,85,South Parkdale (85),-79.43474242,43.63395219,309
-8836230.09907942,5411540.55204278,603,3464087,2009,D51,Other,2009/10/18 04:00:00+00,75,Church-Yonge Corridor (75),-79.37720552,43.6506687,310
-8848513.72621465,5426774.81203754,604,3524643,2009,D31,Shooting,2009/10/18 04:00:00+00,27,York University Heights (27),-79.48755122,43.74960771,311
-8842212.32836462,5415241.99150013,605,3425603,2009,D13,Shooting,2009/10/30 04:00:00+00,94,Wychwood (94),-79.4309448,43.67472274,312
-8832793.93356541,5415962.75862996,606,3588501,2009,D54,Shooting,2009/11/02 05:00:00+00,67,Playter Estates-Danforth (67),-79.34633792,43.67940557,313
-8849753.3644794,5427056.00113947,607,3454028,2009,D31,Shooting,2009/11/03 05:00:00+00,27,York University Heights (27),-79.49868708,43.75143236,314
-8838667.9291361,5414929.1557786,608,3586765,2009,D53,Stabbing,2009/11/04 05:00:00+00,95,Annex (95),-79.39910492,43.67269013,315
-8833680.14914481,5413753.03345232,609,3593532,2009,D55,Other,2009/11/07 05:00:00+00,70,South Riverdale (70),-79.35429893,43.66504781,316
-8839595.13700479,5413886.35370922,610,3411009,2009,D14,Stabbing,2009/11/07 05:00:00+00,79,University (79),-79.40743417,43.66591416,317
-8833680.14914481,5413753.03345232,611,3593574,2010,D55,Other,2010/01/02 05:00:00+00,70,South Riverdale (70),-79.35429893,43.66504781,318
-8843093.83846915,5417830.8232113,612,3425609,2009,D13,Shooting,2009/11/11 05:00:00+00,107,Oakwood Village (107),-79.43886354,43.6915407,319
-8855532.11398057,5417321.13821504,613,2776015,2009,D23,Shooting,2009/11/17 05:00:00+00,6,Kingsview Village-The Westway (6),-79.55059847,43.68822998,320
-8837396.58819357,5413844.91319382,614,3358995,2009,D52,Shooting,2009/11/22 05:00:00+00,76,Bay Street Corridor (76),-79.38768427,43.66564487,321
-8823901.84062075,5429754.62422411,615,3577507,2009,D41,Shooting,2009/11/22 05:00:00+00,127,Bendale (127),-79.26645889,43.76894103,322
-8850424.67889502,5421557.47956179,616,3687835,2009,D31,Shooting,2009/12/03 05:00:00+00,28,Rustic (28),-79.5047176,43.71574209,323
-8835844.06646245,5414098.85295627,617,3574569,2009,D51,Other,2009/12/05 05:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,324
-8857625.07068879,5427866.7549221,618,3567900,2009,D31,Shooting,2009/12/06 05:00:00+00,21,Humber Summit (21),-79.56939982,43.75669307,325
-8852543.4628383,5419498.89152994,619,3574814,2009,D31,Shooting,2009/12/07 05:00:00+00,113,Weston (113),-79.52375096,43.70237456,326
-8852460.58213782,5421859.75075683,620,3565736,2009,D31,Shooting,2009/12/09 05:00:00+00,26,Downsview-Roding-CFB (26),-79.52300643,43.71770465,327
-8817746.75109067,5436372.32924798,621,3566324,2010,D42,Shooting,2010/01/07 05:00:00+00,132,Malvern (132),-79.21116678,43.81185502,328
-8849741.00912911,5413838.96543559,622,3391807,2009,D11,Stabbing,2009/12/13 05:00:00+00,114,Lambton Baby Point (114),-79.49857609,43.66560622,329
-8838558.70245174,5411477.855574,623,3583884,2010,D14,Other,2010/01/24 05:00:00+00,78,Kensington-Chinatown (78),-79.39812372,43.65026118,330
-8829533.1185133,5428687.93479616,624,3281627,2010,D41,Stabbing,2010/01/27 05:00:00+00,45,Parkwoods-Donalda (45),-79.31704552,43.76202096,331
-8838562.60531309,5412708.5654079,625,3591551,2009,D52,Other,2009/12/18 05:00:00+00,78,Kensington-Chinatown (78),-79.39815878,43.65826015,332
-8847552.8876146,5413832.44675853,626,3543317,2009,D11,Shooting,2009/12/29 05:00:00+00,90,Junction Area (90),-79.47891986,43.66556386,333
-8835907.68889102,5413425.04780275,627,3367693,2010,D51,Stabbing,2010/02/03 05:00:00+00,73,Moss Park (73),-79.37430926,43.66291642,334
-8838727.14331284,5411140.21243422,628,3922539,2011,D14,Stabbing,2011/01/01 05:00:00+00,77,Waterfront Communities-The Island (77),-79.39963685,43.64806649,335
-8825282.57522688,5424194.56005828,629,2885827,2011,D41,Shooting,2011/01/05 05:00:00+00,119,Wexford/Maryvale (119),-79.27886224,43.73286173,336
-8815913.81110945,5428686.54911905,630,3737551,2011,D43,Other,2011/01/06 05:00:00+00,136,West Hill (136),-79.1947012,43.76201197,337
-8838385.31566566,5415242.26546169,631,4040426,2011,D53,Other,2011/01/12 05:00:00+00,95,Annex (95),-79.39656616,43.67472452,338
-8843049.02792132,5419844.76767378,632,4033175,2011,D13,Other,2011/01/13 05:00:00+00,102,Forest Hill North (102),-79.438461,43.70462073,339
-8836352.70747978,5413943.43417246,633,3832781,2011,D51,Other,2011/01/23 05:00:00+00,75,Church-Yonge Corridor (75),-79.37830693,43.66628508,340
-8850186.03884982,5418889.80055589,634,3713412,2010,D12,Shooting,2010/02/07 05:00:00+00,30,Brookhaven-Amesbury (30),-79.50257386,43.69841883,341
-8855358.11827687,5426935.37225326,635,3966773,2011,D31,Shooting,2011/02/01 05:00:00+00,22,Humbermede (22),-79.54903544,43.7506496,342
-8848513.72621465,5426774.81203754,636,3530271,2011,D31,Stabbing,2011/02/05 05:00:00+00,27,York University Heights (27),-79.48755122,43.74960771,343
-8848032.39075522,5418118.58184642,637,4017505,2011,D12,Shooting,2011/02/11 05:00:00+00,112,Beechborough-Greenbrook (112),-79.48322731,43.69340979,344
-8818859.10108366,5428315.44176544,638,3948450,2011,D43,Shooting,2011/02/11 05:00:00+00,137,Woburn (137),-79.22115919,43.75960425,345
-8850948.51947562,5418718.27294126,639,4017400,2011,D12,Shooting,2011/02/16 05:00:00+00,113,Weston (113),-79.50942334,43.6973048,346
-8818465.57109898,5434253.85923762,640,3996966,2011,D42,Shooting,2011/02/26 05:00:00+00,132,Malvern (132),-79.21762405,43.79812068,347
-8850062.66902415,5413728.15009001,641,4010034,2011,D11,Shooting,2011/03/02 05:00:00+00,114,Lambton Baby Point (114),-79.50146561,43.66488611,348
-8841864.62304832,5414087.43418106,642,4029641,2011,D14,Other,2011/03/03 05:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.42782131,43.66722081,349
-8855701.26060724,5418486.33549972,643,3973677,2011,D23,Shooting,2011/03/20 04:00:00+00,6,Kingsview Village-The Westway (6),-79.55211794,43.69579839,350
-8842912.56024436,5409426.48399243,644,3914456,2011,D11,Other,2011/03/21 04:00:00+00,85,South Parkdale (85),-79.43723509,43.63692597,351
-8822689.60587506,5424535.32931042,645,3981811,2011,D41,Shooting,2011/03/28 04:00:00+00,124,Kennedy Park (124),-79.2555692,43.73507361,352
-8829033.0836058,5414090.97369208,646,3736070,2011,D55,Shooting,2011/03/28 04:00:00+00,63,The Beaches (63),-79.31255363,43.66724381,353
-8850192.39296636,5429205.7271227,647,3985830,2011,D31,Other,2011/04/15 04:00:00+00,27,York University Heights (27),-79.50263094,43.7653802,354
-8830410.26378059,5417070.05320099,648,3942884,2011,D54,Other,2011/04/06 04:00:00+00,66,Danforth (66),-79.32492505,43.68659896,355
